text,label
আমাদের টিম মনে মনে আতঙ্কিত হয়েছি এবং ঐ অন্ধকার ও ভূতুড়ে বাড়িটার সামনে দিয়ে যাওয়ার সাহস নেই।,fear
তিনি প্রতিদিন বিজ্ঞানীরা নতুন খবরের কাগজ পড়েন যা মানুষের জ্ঞান বৃদ্ধি করতে সাহায্য করে।,neutral
আজ আমাদের মন আজ হাত পা ঠাণ্ডা হচ্ছে কারণ পরীক্ষার ফলাফল কী হবে তা বুঝতে পারছি না।,fear
আমার সহকর্মী আজ অসন্তুষ্ট কারণ তুমি আমার বিশ্বাস নিয়ে প্রতারণা করেছ।,angry
পরীক্ষার পর আমি ভীষণ উচ্ছ্বসিত কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
ব্যর্থতার পর আমি অনেক একাকীত্বে ভুগছি এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
অন্যায় দেখে আমি অনেক রাগান্বিত এবং তোমার এই ফালতু আচরণ আর সহ্য হবে না।,angry
আমাদের টিম খুবই অস্বস্তি বোধ করছি এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
ব্যর্থতার পর আমি মন থেকে বিষণ্ণ কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
আমরা আজ বিরক্ত এবং এখনই আমার চোখের সামনে থেকে দূরে যাও।,angry
আমার ভাই ভীষণ রকম উজ্জ্বল হাসছি কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
আজকে আমি একা ঘরে খুবই অস্বস্তি বোধ করছি কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
ঢাকা বাংলাদেশের বিজ্ঞানীরা নতুন অফিসের কাজ করেন যা মানুষের জ্ঞান বৃদ্ধি করতে সাহায্য করে।,neutral
বিজ্ঞানীরা ল্যাবে আজকে সুতির পোশাক পরিধান করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
অন্যায় দেখে আমি অত্যন্ত ক্ষুব্ধ এবং এখনই আমার চোখের সামনে থেকে দূরে যাও।,angry
আমার বন্ধু দারুণভাবে বিষণ্ণ এবং চোখ দিয়ে অশ্রু ঝরছে।,sad
আজকে আমি একা ভেতরে ভেতরে খারাপ এবং অতীতের স্মৃতির কারণে খুব কষ্ট হচ্ছে।,sad
আজ আমাদের মন মনে মনে ভয় পাচ্ছি এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
আজ আমার মেজাজ অত্যন্ত মেজাজ খারাপ করছি এবং এখনই আমার চোখের সামনে থেকে দূরে যাও।,angry
আমার পরিবার ভীষণ জয় পেয়েছি কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
আমার পরিবার আজ কান্না পাচ্ছি কারণ প্রিয় মানুষটি দূরে চলে গেছে।,sad
আমার ভাই সত্যিই গর্বিত এবং চারপাশে শুধু হাসি আর গান দেখছি।,happy
সে আজকে অফিসের কাজ করেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
আজকে আমি সবার ওপর মন থেকে অসন্তুষ্ট কারণ তুমি আমার বিশ্বাস নিয়ে প্রতারণা করেছ।,angry
আমার সহকর্মী আজ ঘৃণা করছি এবং আমার ব্যক্তিগত ব্যাপারে নাক গলাবে না।,angry
শিক্ষকেরা ক্লাসে কৃষকেরা জমিতে ছবি তুলতে পছন্দ করেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
আজ আমাদের মন ভীষণ রকম সুখী এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
শিক্ষকেরা ক্লাসে আজকে সাইকেল পরিষ্কার করেন যা মানুষের জ্ঞান বৃদ্ধি করতে সাহায্য করে।,neutral
পরীক্ষার পর আমি মন থেকে সফল হয়েছি এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
আমাদের টিম চরম বুক কাঁপছে কারণ পরীক্ষার ফলাফল কী হবে তা বুঝতে পারছি না।,fear
আমার ছোট ভাই মনে মনে ভীত হয়েছি এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
অন্যায় দেখে আমি ভীষণ রকম সহ্য করতে পারছি না এবং এখনই আমার চোখের সামনে থেকে দূরে যাও।,angry
অন্ধকারে আমি আজ হাত পা ঠাণ্ডা হচ্ছে এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
আমাদের টিম ভীষণ আতঙ্ক গ্রাস করছে এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
আমার পরিবার ভেতরে ভেতরে কান্না পাচ্ছি এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
আমাদের পুরো পরিবার ভীষণ রকম হতাশ এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমার ছোট ভাই ভীষণ একাকীত্বে ভুগছি এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আজকে আমরা সবাই আজ ভালো লাগছে এবং চারপাশে শুধু হাসি আর গান দেখছি।,happy
আমার বড় ভাই অত্যন্ত বিরক্ত কারণ সবাই আমার নামে ষড়যন্ত্র করছে।,angry
আমরা খুবই গর্বিত এবং আমাদের নতুন বাড়িটি দেখতে সুন্দর লাগছে।,happy
আমার পরিবার মন থেকে দুঃখিত কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
ঢাকা বাংলাদেশের টেবিলের ওপর ইতিহাস পড়তে ভালোবাসেন এবং পরিবেশ সুন্দর রাখতে বড় ভূমিকা রাখে।,neutral
আমাদের টিম চরম শঙ্কিত বোধ করছি কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
আমাদের দেশে ছাত্ররা লাইব্রেরিতে ছবি তুলতে পছন্দ করেন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
আমার সহকর্মী সত্যিই মেজাজ খারাপ করছি এবং তোমার এই ফালতু আচরণ আর সহ্য হবে না।,angry
আমরা ভীষণ আতঙ্কিত হয়েছি এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
আমার ছোট ভাই অত্যন্ত কান্না পাচ্ছি এবং অতীতের স্মৃতির কারণে খুব কষ্ট হচ্ছে।,sad
আমি মন থেকে উজ্জ্বল হাসছি এবং আজকের দিনটি চমৎকার ও সুন্দর কাটল।,happy
আমার বন্ধু মন থেকে গর্বিত এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমাদের পুরো পরিবার অনেক ভেঙে পড়েছি কারণ প্রিয় মানুষটি দূরে চলে গেছে।,sad
অন্ধকারে আমি আজ ভয় পাচ্ছি এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
চাকরি পেয়ে আমি দারুণ খুশি এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
অন্ধকারে আমি অনেক আশঙ্কায় আছি কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
আমাদের দেশে বিকালে অফিসের কাজ করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আজ আমার মেজাজ ভীষণ রকম রাগান্বিত কারণ তুমি আমার সাথে মিথ্যা কথা বলেছ।,angry
আমাদের পুরো পরিবার ভীষণ রকম বিষণ্ণ এবং চোখ দিয়ে অশ্রু ঝরছে।,sad
আমি খুবই মেজাজ খারাপ করছি এবং আমার ব্যক্তিগত ব্যাপারে নাক গলাবে না।,angry
আমার ছোট বোন অত্যন্ত সফল হয়েছি কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
আমার বন্ধু ভীষণ কষ্ট পাচ্ছি এবং অতীতের স্মৃতির কারণে খুব কষ্ট হচ্ছে।,sad
তিনি প্রতিদিন সাধারণত সুতির পোশাক পরিধান করেন যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
বিজ্ঞানীরা ল্যাবে কৃষকেরা জমিতে ছবি তুলতে পছন্দ করেন যা মানুষের জ্ঞান বৃদ্ধি করতে সাহায্য করে।,neutral
সে আজকে মেঘলা আকাশ দেখেন কারণ এটি তাদের দৈনন্দিন রুটিন।,neutral
আমার পরিবার খুবই কান্না পাচ্ছি এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমি কৃষকেরা জমিতে অফিসের কাজ করেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
আজকে আমি সবার ওপর চরম অপমানিত বোধ করছি এবং আমার ব্যক্তিগত ব্যাপারে নাক গলাবে না।,angry
আজকে আমি সবার ওপর খুবই মেজাজ খারাপ করছি কারণ তুমি আমার সাথে মিথ্যা কথা বলেছ।,angry
আমাদের দেশে কৃষকেরা জমিতে ফুটবল খেলতে যান যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
খবর শুনে আমি ভেতরে ভেতরে দুঃখিত এবং চোখ দিয়ে অশ্রু ঝরছে।,sad
তিনি কৃষকেরা জমিতে অফিসের কাজ করেন কারণ এটি তাদের দৈনন্দিন রুটিন।,neutral
আমরা দারুণ তৃপ্ত এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমরা ছাত্ররা লাইব্রেরিতে ছবি তুলতে পছন্দ করেন এবং সাধারণ জীবনযাপন করতে ভালোবাসেন।,neutral
আজকে আমি একা ঘরে আজ শঙ্কিত বোধ করছি এবং ঐ অন্ধকার ও ভূতুড়ে বাড়িটার সামনে দিয়ে যাওয়ার সাহস নেই।,fear
আমি সত্যিই উচ্ছ্বসিত এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
আমার বন্ধু অত্যন্ত খারাপ এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমার ছোট ভাই দারুণভাবে কষ্ট পাচ্ছি কারণ প্রিয় মানুষটি দূরে চলে গেছে।,sad
আমার বড় ভাই অত্যন্ত বিরক্ত কারণ তুমি আমার বিশ্বাস নিয়ে প্রতারণা করেছ।,angry
চাকরি পেয়ে আমি ভীষণ আনন্দিত কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
আজ আমাদের মন অত্যন্ত আনন্দিত এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমি অসাধারণ গর্বিত কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
তিনি প্রতিদিন গাছপালা আমাদের অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
আমরা গাছপালা আমাদের খবরের কাগজ পড়েন যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
চাকরি পেয়ে আমি অসাধারণ আনন্দিত এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমার ছোট ভাই সত্যিই অস্বস্তি বোধ করছি এবং অজানা কোনো বিপদের আশঙ্কায় কাঁপছি।,fear
আমাদের টিম আতঙ্কের সাথে আতঙ্কিত হয়েছি কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
আমার ছোট ভাই খুবই বুক কাঁপছে কারণ সামনের অতল গহ্বর দেখে মাথা ঘুরছে।,fear
অন্যায় দেখে আমি খুবই অপমানিত বোধ করছি এবং তোমার এই নোংরা স্বভাব আর বদলাবে না।,angry
ঢাকা বাংলাদেশের বিজ্ঞানীরা নতুন ইতিহাস পড়তে ভালোবাসেন এবং সাধারণ জীবনযাপন করতে ভালোবাসেন।,neutral
বিজ্ঞানীরা ল্যাবে বিকালে খবরের কাগজ পড়েন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
ঢাকা বাংলাদেশের আজকে ইতিহাস পড়তে ভালোবাসেন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
খবর শুনে আমি দারুণভাবে ভেঙে পড়েছি কারণ প্রিয় মানুষটি দূরে চলে গেছে।,sad
প্রতারণা দেখে আমি আজ সহ্য করতে পারছি না এবং এখনই আমার চোখের সামনে থেকে দূরে যাও।,angry
আমার ছোট ভাই ভীষণ গা শিউরে উঠছে কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
আমার ভাই অনেক জয় পেয়েছি এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
আমরা চরম ভয় পাচ্ছি কারণ মনে হচ্ছে কেউ আমার পিছু নিচ্ছে।,fear
তিনি সকালে অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
আজকে আমি সবার ওপর খুবই ক্ষুব্ধ এবং এই চরম অন্যায় আমি কোনোভাবেই মেনে নেব না।,angry
আমার পরিবার অত্যন্ত হতাশ এবং চোখ দিয়ে অশ্রু ঝরছে।,sad
আজকে আমি একা ঘরে আজ আতঙ্কিত হয়েছি এবং অজানা কোনো বিপদের আশঙ্কায় কাঁপছি।,fear
অন্যায় দেখে আমি সত্যিই অসন্তুষ্ট কারণ সবাই আমার নামে ষড়যন্ত্র করছে।,angry
বিজ্ঞানীরা ল্যাবে ছাত্ররা লাইব্রেরিতে ইতিহাস পড়তে ভালোবাসেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
আমি গাছপালা আমাদের ইতিহাস পড়তে ভালোবাসেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আমাদের টিম অত্যন্ত আতঙ্ক গ্রাস করছে কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
আমরা সাধারণত ছবি তুলতে পছন্দ করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
পরীক্ষার পর আমি মন থেকে উজ্জ্বল হাসছি কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
আমার বন্ধু খুবই জয় পেয়েছি কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
আমি ভীষণ রকম আশঙ্কায় আছি কারণ মনে হচ্ছে কেউ আমার পিছু নিচ্ছে।,fear
আমরা বিকালে অফিসের কাজ করেন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
অন্যায় দেখে আমি ভীষণ রকম মেজাজ খারাপ করছি এবং এখনই আমার চোখের সামনে থেকে দূরে যাও।,angry
আজ আমার মেজাজ অনেক রাগান্বিত কারণ সবাই আমার নামে ষড়যন্ত্র করছে।,angry
ব্যর্থতার পর আমি ভীষণ রকম কষ্ট পাচ্ছি এবং মনে শুধু একাকীত্ব ও শূন্যতা বিরাজ করছে।,sad
খবর শুনে আমি অনেক অসহায় লাগছে এবং অতীতের স্মৃতির কারণে খুব কষ্ট হচ্ছে।,sad
আমি ভীষণ বুক কাঁপছে এবং ঐ অন্ধকার ও ভূতুড়ে বাড়িটার সামনে দিয়ে যাওয়ার সাহস নেই।,fear
আমরা দারুণ উচ্ছ্বসিত কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
আমি আজ ক্ষোভ প্রকাশ করছি এবং তোমার এই নোংরা স্বভাব আর বদলাবে না।,angry
আজ আমাদের মন অনেক খুশি কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
আমরা বিজ্ঞানীরা নতুন ফুটবল খেলতে যান যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
আমার পরিবার মন থেকে তৃপ্ত এবং আমাদের নতুন বাড়িটি দেখতে সুন্দর লাগছে।,happy
আজকে আমি একা মন থেকে হতাশ এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
আজ আমাদের মন অত্যন্ত উচ্ছ্বসিত কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
আমার বন্ধু খুবই তৃপ্ত কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
ঢাকা বাংলাদেশের গাছপালা আমাদের অফিসের কাজ করেন এবং সাধারণ কাজগুলো সফলভাবে সম্পন্ন করেছে।,neutral
আজ আমার মন ভেতরে ভেতরে কষ্ট পাচ্ছি এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমার ছোট ভাই ভেতরে ভেতরে বিষণ্ণ এবং চারপাশটা অন্ধকার ও শূন্য লাগছে।,sad
আমরা খুবই জয় পেয়েছি এবং চারপাশে শুধু হাসি আর গান দেখছি।,happy
খবর শুনে আমি মন থেকে একাকীত্বে ভুগছি এবং মনে শুধু একাকীত্ব ও শূন্যতা বিরাজ করছে।,sad
আমি সাধারণত অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন কারণ এটি তাদের দৈনন্দিন রুটিন।,neutral
আমার পরিবার ভীষণ রকম ভালো লাগছে এবং চারপাশে শুধু হাসি আর গান দেখছি।,happy
আজ আমাদের মন ভীষণ ভালো লাগছে এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
আমার বন্ধু অত্যন্ত বেদনাদায়ক অবস্থায় আছি কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
ঢাকা বাংলাদেশের ছাত্ররা লাইব্রেরিতে ফুটবল খেলতে যান এবং সাধারণ জীবনযাপন করতে ভালোবাসেন।,neutral
আজ আমাদের মন খুবই গা শিউরে উঠছে এবং বিপদের মুখে দাঁড়িয়ে হাত-পা অবশ হচ্ছে।,fear
খবর শুনে আমি ভীষণ রকম হতাশ এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
"আমি সত্যিই আনন্দিত কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
চাকরি পেয়ে আমি অত্যন্ত ভালো লাগছে কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
আমরা ভীষণ কান্না পাচ্ছি কারণ পরীক্ষায় আমি ফেইল করেছি।,sad
পরীক্ষার পর আমি দারুণ উজ্জ্বল হাসছি এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমার ছোট ভাই ভীষণ রকম দুঃখিত এবং চোখ দিয়ে অশ্রু ঝরছে।,sad
আমি নিয়মিত ছবি তুলতে পছন্দ করেন যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
ঢাকা বাংলাদেশের গাছপালা আমাদের ছবি তুলতে পছন্দ করেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
অন্যায় দেখে আমি আজ ক্ষোভ প্রকাশ করছি কারণ তুমি আমার বিশ্বাস নিয়ে প্রতারণা করেছ।,angry
আমি দারুণ জয় পেয়েছি কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
প্রতারণা দেখে আমি চরমভাবে অপমানিত বোধ করছি এবং এই চরম অন্যায় আমি কোনোভাবেই মেনে নেব না।,angry
আমাদের টিম মনে মনে বুক কাঁপছে কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
অন্যায় দেখে আমি ভীষণ রকম বিরক্ত কারণ তুমি আমার সাথে মিথ্যা কথা বলেছ।,angry
আমার ছোট ভাই মনে মনে আতঙ্ক গ্রাস করছে এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
সে বিজ্ঞানীরা নতুন ইতিহাস পড়তে ভালোবাসেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
আমার বন্ধু অনেক ভেঙে পড়েছি এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
আজকে আমি একা আজ কান্না পাচ্ছি এবং চোখ দিয়ে অশ্রু ঝরছে।,sad
"আমার ভাই মন থেকে উচ্ছ্বসিত কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আজকে আমি একা ঘরে ভীষণ রকম হাত পা ঠাণ্ডা হচ্ছে কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
আজকে আমি একা দারুণভাবে বিষণ্ণ এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমার পরিবার ভীষণ রকম বেদনাদায়ক অবস্থায় আছি এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমার বন্ধু আজ ভেঙে পড়েছি এবং মনে শুধু একাকীত্ব ও শূন্যতা বিরাজ করছে।,sad
আমার ছোট ভাই ভীষণ শঙ্কিত বোধ করছি এবং ঐ অন্ধকার ও ভূতুড়ে বাড়িটার সামনে দিয়ে যাওয়ার সাহস নেই।,fear
আমাদের দেশে কৃষকেরা জমিতে বই ও কলম রাখেন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
আজকে আমি একা অনেক খারাপ এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমার বন্ধু দারুণ উচ্ছ্বসিত কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
আমরা মনে মনে আতঙ্ক গ্রাস করছে কারণ সামনের অতল গহ্বর দেখে মাথা ঘুরছে।,fear
আমার বন্ধু অনেক ভালো লাগছে এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমি অত্যন্ত ক্ষোভ প্রকাশ করছি কারণ সে কাজের মাঝে ফালতু বিরক্ত করছে।,angry
আমরা অনেক ভালো লাগছে এবং আজকের দিনটি চমৎকার ও সুন্দর কাটল।,happy
সে বিকালে অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আমার পরিবার সত্যিই ভেঙে পড়েছি কারণ প্রিয় মানুষটি দূরে চলে গেছে।,sad
আজকে আমি একা অত্যন্ত একাকীত্বে ভুগছি কারণ প্রিয় মানুষটি দূরে চলে গেছে।,sad
চাকরি পেয়ে আমি অসাধারণ উচ্ছ্বসিত এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমার বন্ধু অনেক অসন্তুষ্ট কারণ সে কাজের মাঝে ফালতু বিরক্ত করছে।,angry
আমার বন্ধু ভীষণ কান্না পাচ্ছি কারণ প্রিয় মানুষটি দূরে চলে গেছে।,sad
পরীক্ষার পর আমি দারুণ গর্বিত কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
আমার ছোট ভাই ভীষণ অসহায় লাগছে এবং চারপাশটা অন্ধকার ও শূন্য লাগছে।,sad
আমার বোন ভীষণ রকম অস্বস্তি বোধ করছি এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
আমাদের দল সত্যিই উত্তেজিত হয়েছি এবং তোমার এই নোংরা স্বভাব আর বদলাবে না।,angry
আমরা আজ আশঙ্কায় আছি কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
আমি খুবই বুক কাঁপছে এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
আমাদের টিম সত্যিই বুক কাঁপছে কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
আমার বন্ধু ভেতরে ভেতরে কান্না পাচ্ছি এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমি অনেক বিরক্ত এবং তোমার এই ফালতু আচরণ আর সহ্য হবে না।,angry
তিনি প্রতিদিন সকালে মেঘলা আকাশ দেখেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
আমাদের দেশে বিজ্ঞানীরা নতুন অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন এবং সাধারণ কাজগুলো সফলভাবে সম্পন্ন করেছে।,neutral
আজকে আমি একা ঘরে আতঙ্কের সাথে অস্বস্তি বোধ করছি কারণ মনে হচ্ছে কেউ আমার পিছু নিচ্ছে।,fear
"আমার পরিবার ভীষণ রকম খুশি কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আজকে আমি একা দারুণভাবে একাকীত্বে ভুগছি কারণ পরীক্ষায় আমি ফেইল করেছি।,sad
আমাদের টিম অত্যন্ত শঙ্কিত বোধ করছি এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
শিক্ষকেরা ক্লাসে বিজ্ঞানীরা নতুন বই ও কলম রাখেন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
ঢাকা বাংলাদেশের আজকে ফুটবল খেলতে যান যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
আজ আমাদের মন অনেক আশঙ্কায় আছি এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
আমার ছোট বোন অত্যন্ত জয় পেয়েছি এবং আমাদের নতুন বাড়িটি দেখতে সুন্দর লাগছে।,happy
আমি অনেক ক্ষুব্ধ কারণ তুমি আমার বিশ্বাস নিয়ে প্রতারণা করেছ।,angry
আমার বন্ধু অত্যন্ত উত্তেজিত হয়েছি এবং এই চরম অন্যায় আমি কোনোভাবেই মেনে নেব না।,angry
আমার বোন খুবই ভীত হয়েছি কারণ মনে হচ্ছে কেউ আমার পিছু নিচ্ছে।,fear
ব্যর্থতার পর আমি মন থেকে বেদনাদায়ক অবস্থায় আছি কারণ আমাদের সব স্বপ্ন ভেঙে গেল।,sad
আজকে আমি একা ঘরে আজ গা শিউরে উঠছে এবং বিপদের মুখে দাঁড়িয়ে হাত-পা অবশ হচ্ছে।,fear
আমার ছোট ভাই অনেক একাকীত্বে ভুগছি এবং চারপাশটা অন্ধকার ও শূন্য লাগছে।,sad
পরীক্ষার পর আমি খুবই জয় পেয়েছি কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
আমি আতঙ্কের সাথে শঙ্কিত বোধ করছি এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
আমার বন্ধু আজ হতাশ কারণ আমাদের সব স্বপ্ন ভেঙে গেল।,sad
তিনি আজকে বই ও কলম রাখেন এবং সাধারণ কাজগুলো সফলভাবে সম্পন্ন করেছে।,neutral
বিপদের মুখে আমি ভীষণ রকম বুক কাঁপছে কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
খবর শুনে আমি ভীষণ হতাশ কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
অন্ধকারে আমি ভীষণ রকম বুক কাঁপছে এবং ঐ অন্ধকার ও ভূতুড়ে বাড়িটার সামনে দিয়ে যাওয়ার সাহস নেই।,fear
আজকে আমি সবার ওপর সত্যিই ঘৃণা করছি কারণ সে কাজের মাঝে ফালতু বিরক্ত করছে।,angry
সে সাধারণত সাইকেল পরিষ্কার করেন এবং পরিবেশ সুন্দর রাখতে বড় ভূমিকা রাখে।,neutral
আজকে আমরা সবাই মন থেকে ভালো লাগছে এবং সবাই আমাদের অভিনন্দন জানাচ্ছে।,happy
আমাদের দেশে সকালে ফুটবল খেলতে যান এবং পরিবেশ সুন্দর রাখতে বড় ভূমিকা রাখে।,neutral
আজ আমার মেজাজ অনেক রাগান্বিত কারণ তুমি আমার বিশ্বাস নিয়ে প্রতারণা করেছ।,angry
শিক্ষকেরা ক্লাসে সকালে অফিসের কাজ করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আমি খুবই হাত পা ঠাণ্ডা হচ্ছে এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
আমার ছোট বোন খুবই উচ্ছ্বসিত এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আজ আমার মেজাজ আজ মেজাজ খারাপ করছি কারণ সে কাজের মাঝে ফালতু বিরক্ত করছে।,angry
আমি কৃষকেরা জমিতে ফুটবল খেলতে যান যা মানুষের জ্ঞান বৃদ্ধি করতে সাহায্য করে।,neutral
"আজকে আমরা সবাই সত্যিই সুখী কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আমার বন্ধু খুবই রাগান্বিত কারণ তুমি আমার বিশ্বাস নিয়ে প্রতারণা করেছ।,angry
তারা বিজ্ঞানীরা নতুন ইতিহাস পড়তে ভালোবাসেন যা মানুষের জ্ঞান বৃদ্ধি করতে সাহায্য করে।,neutral
